order_id,order_date,cost,price,order_qty,sales,year,month,quarter,dayofweek,dayofyear,dayofmonth,weekofyear,BrandNameEn,CategoryNameEn,ChannelNameEn
97,2014-06-17,121.82,243.21,11,1340.02,2014,6,2,1,168,17,25,2,5,2
98,2014-12-12,65.03,68.25,4,260.12,2014,12,4,4,346,12,50,5,4,3
99,2015-10-13,205.90,673.71,1,2022.09,2015,10,4,1,286,13,42,7,2,0
100,2015-01-19,451.97,431.21,43,19434.71,2015,1,1,0,19,19,4,2,5,2
101,2015-01-24,303.51,135.19,9,2731.59,2015,1,1,5,24,24,4,5,4,0
102,2015-10-15,218.01,321.91,45,9810.45,2015,10,4,3,288,15,42,12,1,3
103,2014-08-17,363.20,281.54,26,9443.20,2014,8,3,6,229,17,33,6,2,2
104,2015-01-10,15.17,158.49,41,621.97,2015,1,1,5,10,10,2,11,3,3
105,2015-06-06,41.06,327.35,9,369.54,2015,6,2,5,157,6,23,11,0,2
106,2014-09-05,173.38,375.80,33,5721.54,2014,9,3,4,248,5,36,3,5,3
107,2015-07-15,479.97,82.89,4,1919.88,2015,7,3,2,196,15,29,3,1,1
108,2014-12-17,340.30,688.03,13,4423.90,2014,12,4,2,351,17,51,7,5,0
109,2015-05-03,455.41,20.74,48,21859.68,2015,5,2,6,123,3,18,3,3,1
110,2014-09-21,479.16,469.67,41,19645.56,2014,9,3,6,264,21,38,11,5,0
111,2014-11-14,312.58,263.28,37,11565.46,2014,11,4,4,318,14,46,2,5,3
112,2015-07-03,436.49,113.61,21,9166.29,2015,7,3,4,184,3,27,6,3,2
113,2014-08-08,336.81,171.53,48,16166.88,2014,8,3,4,220,8,32,12,4,1
114,2014-10-31,53.36,55.78,36,1920.96,2014,10,4,4,304,31,44,6,2,0
115,2015-12-19,397.15,448.37,39,15488.85,2015,12,4,5,353,19,51,8,0,1
116,2015-08-04,322.92,621.46,17,5489.64,2015,8,3,1,216,4,32,0,0,1
117,2015-03-06,17.43,458.18,36,627.48,2015,3,1,4,65,6,10,7,2,3
118,2015-11-25,56.92,917.22,17,967.64,2015,11,4,2,329,25,48,3,0,0
119,2015-06-04,357.96,402.15,44,15750.24,2015,6,2,3,155,4,23,3,4,1
120,2015-01-08,395.90,793.33,34,13460.60,2015,1,1,3,8,8,2,1,2,0
121,2015-04-16,258.14,699.41,43,11100.02,2015,4,2,3,106,16,16,11,0,2
122,2015-03-19,485.52,522.48,29,14080.08,2015,3,1,3,78,19,12,0,4,0
123,2015-09-03,452.40,858.17,12,5428.80,2015,9,3,3,246,3,36,3,3,3
124,2014-08-09,438.22,566.81,39,17090.58,2014,8,3,5,221,9,32,4,0,3
125,2015-04-29,369.21,624.04,48,17722.08,2015,4,2,2,119,29,18,2,5,2
126,2015-12-05,409.07,136.44,25,10226.75,2015,12,4,5,339,5,49,7,4,1
127,2015-11-04,189.96,966.37,45,8548.20,2015,11,4,2,308,4,45,4,5,0
128,2014-09-22,445.31,112.17,48,21374.88,2014,9,3,0,265,22,39,5,1,0
129,2014-09-21,237.94,758.75,21,4996.74,2014,9,3,6,264,21,38,0,2,2
130,2015-10-29,248.51,218.38,50,12425.50,2015,10,4,3,302,29,44,11,3,0
131,2015-07-09,301.90,603.64,50,15095.00,2015,7,3,3,190,9,28,12,2,2
132,2015-04-23,62.50,374.93,45,6800.77,2015,4,2,3,113,23,17,10,0,0
133,2015-02-28,69.18,298.22,1,837.22,2015,2,1,5,59,28,9,2,5,3
134,2015-05-21,405.17,187.46,22,8913.74,2015,5,2,3,141,21,21,1,0,1
135,2014-07-30,398.42,222.81,23,9163.66,2014,7,3,2,211,30,31,7,5,1
136,2014-12-14,493.16,857.78,36,17753.76,2014,12,4,6,348,14,50,7,0,0
137,2015-07-24,241.07,849.21,19,4580.33,2015,7,3,4,205,24,30,0,2,1
138,2014-11-09,253.85,435.70,23,5838.55,2014,11,4,6,313,9,45,12,3,0
139,2014-06-16,5.58,208.11,21,117.18,2014,6,2,0,167,16,25,9,2,0
140,2014-09-25,486.54,542.40,16,7784.64,2014,9,3,3,268,25,39,6,2,2
141,2015-05-09,470.88,594.85,17,8004.96,2015,5,2,5,129,9,19,12,2,0
142,2015-04-21,190.81,934.76,24,4579.44,2015,4,2,1,111,21,17,7,3,3
143,2014-06-15,25.19,867.68,37,932.03,2014,6,2,6,166,15,24,11,4,3
144,2015-01-02,152.46,695.13,43,6555.78,2015,1,1,4,2,2,1,5,1,1
145,2014-09-24,255.19,343.60,37,9442.03,2014,9,3,2,267,24,39,4,2,2
146,2015-09-19,340.42,995.37,24,8170.08,2015,9,3,5,262,19,38,4,1,3
147,2015-08-19,231.53,746.75,19,4399.07,2015,8,3,2,231,19,34,4,3,0
148,2015-01-31,158.19,928.72,38,6011.22,2015,1,1,5,31,31,5,9,5,3
149,2015-02-17,407.05,613.22,45,18317.25,2015,2,1,1,48,17,8,7,1,3
150,2015-11-06,355.79,632.08,31,11029.49,2015,11,4,4,310,6,45,10,0,3
151,2015-10-25,57.62,984.67,50,2881.00,2015,10,4,6,298,25,43,6,1,3
152,2015-02-04,64.02,774.19,30,1920.60,2015,2,1,2,35,4,6,12,5,1
153,2015-08-09,407.25,1.70,20,8145.00,2015,8,3,6,221,9,32,11,3,3
154,2015-04-22,264.28,311.52,35,9249.80,2015,4,2,2,112,22,17,9,3,1
155,2014-10-20,76.43,863.12,44,3362.92,2014,10,4,0,293,20,43,1,2,2
156,2015-07-31,215.81,561.26,9,1942.29,2015,7,3,4,212,31,31,11,0,1
157,2014-11-29,419.52,125.35,43,18039.36,2014,11,4,5,333,29,48,2,0,3
158,2014-08-08,210.43,136.85,29,6102.47,2014,8,3,4,220,8,32,3,2,0
159,2014-07-18,298.99,945.09,8,2391.92,2014,7,3,4,199,18,29,8,1,2
160,2015-02-28,151.10,100.45,3,453.30,2015,2,1,5,59,28,9,8,5,0
161,2015-07-10,205.43,796.61,43,8833.49,2015,7,3,4,191,10,28,11,1,2
162,2014-10-17,227.40,663.97,50,11370.00,2014,10,4,4,290,17,42,2,0,1
163,2014-07-11,192.46,710.25,4,769.84,2014,7,3,4,192,11,28,10,2,0
164,2015-06-30,480.99,756.69,49,23568.51,2015,6,2,1,181,30,27,1,1,0
165,2015-06-07,285.80,629.92,9,2572.20,2015,6,2,6,158,7,23,1,2,3
166,2015-04-20,283.43,555.40,31,8786.33,2015,4,2,0,110,20,17,3,0,3
167,2014-11-07,18.45,678.69,43,793.35,2014,11,4,4,311,7,45,2,3,1
168,2014-11-29,395.70,104.78,23,9101.10,2014,11,4,5,333,29,48,12,3,3
169,2014-09-04,176.87,434.82,34,6013.58,2014,9,3,3,247,4,36,4,2,1
170,2015-07-17,78.61,628.09,13,1021.93,2015,7,3,4,198,17,29,8,3,1
171,2014-08-13,274.45,923.38,23,6312.35,2014,8,3,2,225,13,33,6,4,3
172,2015-02-28,202.44,381.12,19,3846.36,2015,2,1,5,59,28,9,12,0,3
173,2015-03-29,432.50,164.60,48,20760.00,2015,3,1,6,88,29,13,8,1,0
174,2015-12-30,198.01,401.22,31,6138.31,2015,12,4,2,364,30,53,11,4,3
175,2014-07-30,235.48,37.91,24,5651.52,2014,7,3,2,211,30,31,4,4,3
176,2015-12-02,399.31,594.20,23,9184.13,2015,12,4,2,336,2,49,9,1,2
177,2014-12-25,349.35,574.47,3,1048.05,2014,12,4,3,359,25,52,5,2,2
178,2015-12-15,479.45,247.42,40,19178.00,2015,12,4,1,349,15,51,6,3,1
179,2014-09-03,191.39,881.39,22,4210.58,2014,9,3,2,246,3,36,6,1,3
180,2015-07-07,351.67,62.60,11,3868.37,2015,7,3,1,188,7,28,2,0,2
181,2015-11-26,153.32,248.07,43,6592.76,2015,11,4,3,330,26,48,8,3,2
182,2014-07-08,473.95,679.10,35,16588.25,2014,7,3,1,189,8,28,7,4,2
183,2014-06-05,497.24,941.51,50,24862.00,2014,6,2,3,156,5,23,9,4,3
184,2014-06-08,480.90,251.82,21,10098.90,2014,6,2,6,159,8,23,0,5,0
185,2014-08-25,218.06,495.04,32,6977.92,2014,8,3,0,237,25,35,12,1,0
186,2014-06-01,145.63,449.73,45,6553.35,2014,6,2,6,152,1,22,3,0,3
187,2015-03-30,450.55,257.31,11,4956.05,2015,3,1,0,89,30,14,4,1,0
188,2015-04-12,448.28,563.77,50,22414.00,2015,4,2,6,102,12,15,2,0,1
189,2015-06-10,96.44,992.41,15,1446.60,2015,6,2,2,161,10,24,7,3,2
190,2015-04-14,461.45,91.85,44,20303.80,2015,4,2,1,104,14,16,1,3,3
191,2015-10-03,255.14,325.22,46,11736.44,2015,10,4,5,276,3,40,8,3,0
192,2015-11-06,296.01,315.94,47,13912.47,2015,11,4,4,310,6,45,1,0,3
193,2015-10-27,329.82,316.18,34,11213.88,2015,10,4,1,300,27,44,1,3,3
194,2015-02-25,292.11,749.45,28,8179.08,2015,2,1,2,56,25,9,4,1,2
195,2014-10-31,167.23,616.43,37,6187.51,2014,10,4,4,304,31,44,9,1,0
196,2014-09-01,207.22,140.79,16,3315.52,2014,9,3,0,244,1,36,11,2,0
197,2014-06-26,154.76,894.97,50,7738.00,2014,6,2,3,177,26,26,10,2,3
198,2014-12-16,12.97,251.93,28,363.16,2014,12,4,1,350,16,51,9,2,0
199,2015-03-02,452.96,10.12,2,905.92,2015,3,1,0,61,2,10,6,3,2
200,2015-04-06,146.90,922.57,21,3084.90,2015,4,2,0,96,6,15,4,4,2
201,2014-10-19,356.89,327.51,10,3568.90,2014,10,4,6,292,19,42,8,4,2
202,2014-07-03,89.76,80.15,49,4398.24,2014,7,3,3,184,3,27,10,3,2
203,2015-03-26,79.08,199.83,3,237.24,2015,3,1,3,85,26,13,5,1,0
204,2014-08-03,308.17,127.45,45,13867.65,2014,8,3,6,215,3,31,9,0,3
205,2014-12-05,453.29,363.97,21,9519.09,2014,12,4,4,339,5,49,3,1,1
206,2015-06-24,36.47,945.43,26,948.22,2015,6,2,2,175,24,26,2,0,3
207,2015-08-21,231.84,873.20,30,6955.20,2015,8,3,4,233,21,34,0,3,2
208,2015-02-08,297.88,646.51,7,2085.16,2015,2,1,6,39,8,6,12,4,1
209,2015-02-23,227.61,18.46,42,9559.62,2015,2,1,0,54,23,9,12,1,2
210,2015-11-14,155.08,683.17,37,5737.96,2015,11,4,5,318,14,46,12,0,0
211,2014-08-24,262.13,410.92,33,8650.29,2014,8,3,6,236,24,34,9,2,3
212,2015-07-19,382.34,751.39,26,9940.84,2015,7,3,6,200,19,29,7,4,0
213,2015-05-19,111.35,776.59,27,3006.45,2015,5,2,1,139,19,21,5,1,0
214,2015-08-30,428.41,58.68,2,856.82,2015,8,3,6,242,30,35,8,2,1
215,2014-09-27,412.92,420.10,34,14039.28,2014,9,3,5,270,27,39,1,1,3
216,2014-11-15,267.86,593.30,15,4017.90,2014,11,4,5,319,15,46,1,3,0
217,2015-01-26,26.42,690.28,7,184.94,2015,1,1,0,26,26,5,4,1,2
218,2015-01-28,460.57,311.27,48,22107.36,2015,1,1,2,28,28,5,11,5,1
219,2015-11-05,126.69,858.92,7,886.83,2015,11,4,3,309,5,45,10,3,2
220,2015-05-14,461.06,795.09,30,13831.80,2015,5,2,3,134,14,20,2,3,2
221,2015-04-25,495.86,815.99,17,8429.62,2015,4,2,5,115,25,17,12,5,0
222,2015-06-18,122.70,582.11,20,2454.00,2015,6,2,3,169,18,25,3,1,2
223,2015-08-22,285.10,951.42,29,8267.90,2015,8,3,5,234,22,34,0,4,3
224,2015-03-29,440.17,605.27,31,13645.27,2015,3,1,6,88,29,13,8,2,3
225,2015-07-18,142.62,635.52,17,2424.54,2015,7,3,5,199,18,29,5,5,1
226,2014-12-07,300.16,930.94,49,14707.84,2014,12,4,6,341,7,49,0,3,2
227,2014-08-29,476.15,425.54,23,10951.45,2014,8,3,4,241,29,35,7,1,1
228,2015-04-12,474.88,463.46,19,9022.72,2015,4,2,6,102,12,15,5,3,1
229,2015-09-11,216.60,248.82,46,9963.60,2015,9,3,4,254,11,37,10,4,0
230,2015-02-25,453.69,684.13,25,11342.25,2015,2,1,2,56,25,9,11,5,2
231,2014-11-26,167.85,431.88,50,8392.50,2014,11,4,2,330,26,48,5,1,0
232,2014-08-23,295.52,186.23,19,5614.88,2014,8,3,5,235,23,34,2,1,0
233,2015-11-10,119.62,739.03,11,1315.82,2015,11,4,1,314,10,46,1,1,1
234,2014-12-13,148.30,733.00,45,6673.50,2014,12,4,5,347,13,50,11,0,0
235,2015-08-27,306.21,780.11,17,5205.57,2015,8,3,3,239,27,35,5,2,3
236,2015-06-15,415.13,170.99,35,14529.55,2015,6,2,0,166,15,25,7,1,3
237,2015-07-15,329.63,708.81,19,6262.97,2015,7,3,2,196,15,29,10,1,1
238,2015-07-31,223.06,673.83,11,2453.66,2015,7,3,4,212,31,31,11,1,2
239,2014-07-27,133.25,139.96,5,666.25,2014,7,3,6,208,27,30,2,5,2
240,2016-01-01,327.26,759.55,19,6217.94,2016,1,1,4,1,1,53,11,3,0
241,2015-10-08,428.87,480.00,29,12437.23,2015,10,4,3,281,8,41,7,5,2
242,2014-08-27,383.90,712.26,39,14972.10,2014,8,3,2,239,27,35,11,1,1
243,2015-07-09,431.94,425.52,24,10366.56,2015,7,3,3,190,9,28,10,5,2
244,2014-12-29,287.14,417.54,50,14357.00,2014,12,4,0,363,29,1,6,3,0
245,2015-11-30,32.26,244.34,19,612.94,2015,11,4,0,334,30,49,12,0,3
246,2015-05-11,100.22,527.67,4,400.88,2015,5,2,0,131,11,20,6,0,3
247,2014-06-13,67.71,683.74,24,1625.04,2014,6,2,4,164,13,24,9,5,3
248,2014-12-02,30.66,354.05,24,735.84,2014,12,4,1,336,2,49,11,0,3
249,2015-11-23,16.51,39.28,31,511.81,2015,11,4,0,327,23,48,0,0,2
250,2015-01-17,242.45,550.50,22,5333.90,2015,1,1,5,17,17,3,0,1,1
251,2015-02-07,358.37,227.46,42,15051.54,2015,2,1,5,38,7,6,10,4,1
252,2015-01-20,393.09,163.03,39,15330.51,2015,1,1,1,20,20,4,5,3,2
253,2015-05-15,195.43,443.91,20,3908.60,2015,5,2,4,135,15,20,8,4,1
254,2014-12-28,18.72,396.11,24,449.28,2014,12,4,6,362,28,52,9,2,1
255,2015-04-23,137.18,445.40,5,685.90,2015,4,2,3,113,23,17,2,2,1
256,2014-09-07,309.44,222.35,18,5569.92,2014,9,3,6,250,7,36,12,4,3
257,2015-05-05,470.31,967.42,19,8935.89,2015,5,2,1,125,5,19,2,3,2
258,2015-11-29,172.05,700.99,29,4989.45,2015,11,4,6,333,29,48,9,5,3
259,2015-09-21,286.30,817.78,3,858.90,2015,9,3,0,264,21,39,1,2,1
260,2015-11-27,311.40,293.55,41,12767.40,2015,11,4,4,331,27,48,9,2,3
261,2015-07-15,64.19,412.36,15,962.85,2015,7,3,2,196,15,29,7,1,0
262,2015-11-15,92.27,529.64,11,1014.97,2015,11,4,6,319,15,46,3,5,3
263,2014-12-02,105.91,357.32,23,2435.93,2014,12,4,1,336,2,49,2,4,3
264,2015-06-06,378.77,696.88,13,4924.01,2015,6,2,5,157,6,23,6,3,3
265,2015-01-13,63.84,459.76,33,2106.72,2015,1,1,1,13,13,3,0,1,0
266,2015-12-22,314.74,39.45,38,11960.12,2015,12,4,1,356,22,52,3,3,0
267,2015-04-11,281.83,274.66,15,4227.45,2015,4,2,5,101,11,15,11,1,0
268,2015-04-13,230.25,558.41,50,11512.50,2015,4,2,0,103,13,16,4,5,0
269,2015-02-22,399.77,450.37,21,8395.17,2015,2,1,6,53,22,8,11,3,0
270,2014-12-15,268.09,725.05,5,1340.45,2014,12,4,0,349,15,51,9,5,3
271,2015-02-27,438.97,623.77,50,21948.50,2015,2,1,4,58,27,9,8,3,3
272,2015-01-19,299.33,306.53,16,4789.28,2015,1,1,0,19,19,4,7,4,1
273,2014-09-18,27.12,937.44,47,1274.64,2014,9,3,3,261,18,38,4,3,1
274,2014-06-17,469.17,663.22,39,18297.63,2014,6,2,1,168,17,25,7,3,0
275,2015-03-30,96.66,181.75,49,4736.34,2015,3,1,0,89,30,14,12,4,1
276,2014-12-07,328.04,986.74,21,6888.84,2014,12,4,6,341,7,49,2,2,1
277,2014-06-20,331.17,780.12,43,14240.31,2014,6,2,4,171,20,25,6,4,1
278,2014-10-19,326.84,997.95,38,12419.92,2014,10,4,6,292,19,42,3,2,0
279,2015-01-08,364.86,909.29,39,14229.54,2015,1,1,3,8,8,2,3,2,2
280,2014-12-25,30.85,398.41,33,1018.05,2014,12,4,3,359,25,52,6,1,3
281,2015-07-18,321.64,685.29,26,8362.64,2015,7,3,5,199,18,29,3,4,2
282,2015-06-21,410.86,930.33,6,2465.16,2015,6,2,6,172,21,25,12,1,0
283,2014-09-16,150.11,9.77,35,5253.85,2014,9,3,1,259,16,38,7,2,0
284,2014-06-02,301.70,826.50,13,3922.10,2014,6,2,0,153,2,23,10,5,0
285,2015-06-28,107.52,29.44,8,860.16,2015,6,2,6,179,28,26,9,0,0
286,2014-10-16,341.37,310.75,13,4437.81,2014,10,4,3,289,16,42,2,3,1
287,2014-09-05,68.35,480.00,22,1503.70,2014,9,3,4,248,5,36,6,0,2
288,2015-04-19,301.92,703.97,19,5736.48,2015,4,2,6,109,19,16,4,1,2
289,2015-09-29,431.79,337.78,3,1295.37,2015,9,3,1,272,29,40,11,1,0
290,2015-06-23,172.78,937.78,50,8639.00,2015,6,2,1,174,23,26,2,0,2
291,2015-04-04,97.94,553.08,10,979.40,2015,4,2,5,94,4,14,6,0,1
292,2015-01-24,353.33,637.42,23,8126.59,2015,1,1,5,24,24,4,7,3,3
293,2014-06-22,365.52,676.97,43,15717.36,2014,6,2,6,173,22,25,7,2,0
294,2015-04-21,202.93,442.80,27,5479.11,2015,4,2,1,111,21,17,12,1,1
295,2015-04-02,194.93,831.91,9,1754.37,2015,4,2,3,92,2,14,9,3,3
296,2014-09-21,294.26,172.86,43,12653.18,2014,9,3,6,264,21,38,9,0,1
297,2015-12-18,78.25,493.84,36,2817.00,2015,12,4,4,352,18,51,0,1,0
298,2015-08-22,190.02,634.76,44,8360.88,2015,8,3,5,234,22,34,8,0,2
299,2015-05-24,174.21,268.84,20,3484.20,2015,5,2,6,144,24,21,3,5,3
300,2015-11-20,487.26,107.59,26,12668.76,2015,11,4,4,324,20,47,3,5,1
301,2015-02-28,348.56,868.24,46,16033.76,2015,2,1,5,59,28,9,3,4,0
302,2014-08-12,104.43,674.60,3,313.29,2014,8,3,1,224,12,33,0,3,0
303,2015-12-05,309.91,998.46,50,15495.50,2015,12,4,5,339,5,49,3,2,0
304,2015-11-29,302.79,544.54,7,2119.53,2015,11,4,6,333,29,48,11,4,0
305,2015-10-06,165.58,671.47,32,5298.56,2015,10,4,1,279,6,41,11,4,3
306,2015-05-12,234.16,152.61,31,7258.96,2015,5,2,1,132,12,20,7,1,0
307,2014-07-25,221.83,618.77,49,10869.67,2014,7,3,4,206,25,30,1,1,2
