Order ID,Order Date,Cost,Price,Order Qty,Sales,ChannelKey,PromotionKey,ProductKey,ProductSubCategoryKey,StateID
357,21/7/2014,116.7234836,699,9,1050.511352,1,9,391,6,6
7687,19/12/2011,11.13816856,33.99,4,44.55267426,1,10,930,18,9
7688,21/12/2012,94.71245287,188,13,1231.261887,1,5,1004,13,7
7689,12/1/2014,95.77441775,136,9,861.9697597,1,2,730,10,7
1698,23/4/2013,76.88556576,136,10,768.8556576,1,1,730,10,36
1732,10/3/2014,533.0978875,758,10,5330.978875,1,1,394,6,26
7691,9/11/2014,331.3375705,758,13,4307.388416,1,4,400,6,27
789,30/7/2014,34.12305895,758,12,409.4767074,1,3,400,6,36
873,14/6/2014,58.30042546,758,12,699.6051055,4,3,400,6,34
1226,9/6/2014,147.2328715,758,24,3533.588916,3,3,400,6,36
1456,23/3/2013,307.4346234,326,10,3074.346234,4,1,395,6,22
7692,27/3/2013,546.3059854,999,10,5463.059854,2,1,1201,7,27
819,7/5/2013,82.03820605,999,10,820.3820605,1,1,1201,7,16
1340,31/10/2014,418.2393549,1299,6,2509.436129,4,4,396,6,23
7697,26/1/2013,31.26283522,198,9,281.3655169,1,2,1042,13,29
1016,17/1/2014,74.96864781,198,9,674.7178303,1,2,1042,13,33
150,10/10/2013,155.4574015,382.95,13,2020.946219,1,4,398,6,7
312,31/5/2012,61.59865305,382.95,24,1478.367673,1,7,398,6,6
7701,2/4/2013,276.8965039,499,24,6645.516093,4,8,638,12,19
1749,4/1/2013,219.4355523,326,13,2852.66218,2,5,401,6,21
1218,15/5/2013,269.9871175,1299,24,6479.69082,2,7,402,6,17
7707,8/8/2014,71.04649022,109,48,3410.231531,3,3,562,12,37
7708,2/12/2014,5.99031475,12.66,8,47.922518,2,10,1596,3,31
189,27/4/2013,321.7102715,699,10,3217.102715,1,1,405,6,34
1743,1/9/2014,63.48209624,699,9,571.3388661,1,9,405,6,8
7709,15/11/2013,15.89496582,411,8,127.1597266,2,10,1198,7,22
7710,21/12/2012,17.36841569,312,8,138.9473255,1,10,1074,1,15
7712,14/9/2012,4.027843441,25,10,40.27843441,1,1,1298,22,27
289,23/4/2012,262.4141404,758,10,2624.141404,1,1,408,6,18
7714,16/9/2014,283.5366752,629,20,5670.733504,4,1,1108,1,7
933,24/11/2012,378.6511602,1299,13,4922.465083,3,4,410,6,17
7717,24/7/2013,0.430810959,21,9,3.877298628,1,9,1347,16,29
7718,25/8/2013,89.75407839,102,9,807.7867055,1,9,694,10,26
564,4/3/2013,58.61589708,102,27,1582.629221,3,2,694,10,12
380,21/9/2014,295.7264726,382.95,10,2957.264726,1,1,412,6,37
834,28/7/2014,271.8949578,758,10,2718.949578,1,1,414,6,18
7722,17/4/2014,233.5663887,326,20,4671.327774,1,1,415,6,25
1677,2/1/2013,308.9814841,326,8,2471.851873,1,10,415,6,35
1283,18/12/2013,218.148599,969,9,1963.337391,2,2,416,17,14
7725,29/5/2013,78.9065319,163,10,789.065319,1,1,695,10,28
486,6/9/2012,192.4022551,269.95,12,2308.827061,4,10,418,17,25
850,16/1/2012,73.85839406,269.95,12,886.3007287,2,6,418,17,32
7726,21/5/2013,7.672921134,50.99,10,76.72921134,1,1,864,18,28
90,2/11/2014,316.9938057,499.9,13,4120.919474,1,4,420,17,25
911,18/3/2012,118.3093403,499.9,27,3194.352189,1,6,420,17,16
1335,21/1/2012,380.2893918,499.9,27,10267.81358,1,6,420,17,16
366,22/1/2012,363.8804666,469,27,9824.772599,1,2,421,17,21
832,26/8/2014,153.1506463,469,12,1837.807756,1,3,421,17,28
1293,23/11/2012,266.8970961,469,39,10408.98675,1,4,421,17,4
1711,31/7/2014,179.7752424,969,6,1078.651455,1,3,422,17,35
899,21/2/2013,449.220133,599,18,8085.962394,1,2,423,17,36
956,18/7/2014,166.8943532,269.95,24,4005.464477,2,3,424,17,26
7738,30/7/2014,84.89074384,208,12,1018.688926,2,3,1504,8,24
1071,14/6/2013,29.44836397,208,12,353.3803677,1,3,1504,8,36
1753,4/7/2012,6.190701752,208,10,61.90701752,1,1,1504,8,24
188,23/10/2012,225.4322417,469,39,8791.857425,1,4,427,17,32
877,29/1/2014,21.90995207,469,18,394.3791372,4,2,427,17,30
1028,17/4/2013,183.639207,469,20,3672.78414,2,1,427,17,5
7741,8/5/2013,261.4516141,310,10,2614.516141,1,1,1499,8,1
7742,29/3/2013,171.9112669,588,9,1547.201402,2,6,1069,1,14
221,4/12/2014,61.65061082,588,13,801.4579406,4,5,1069,1,14
292,21/12/2011,201.3261264,588,9,1811.935138,1,2,1069,1,9
924,23/7/2012,359.2750368,588,12,4311.300441,1,3,1069,1,35
1290,6/3/2012,74.71490906,588,9,672.4341816,1,6,1069,1,14
1,7/12/2011,10.29792891,198,8,82.38343126,1,10,956,13,22
3,28/12/2012,126.8468388,410,9,1141.621549,1,2,1175,7,15
4,17/12/2012,188.9537791,289,8,1511.630233,2,10,1429,20,37
1032,18/12/2012,132.1918111,289,9,1189.7263,1,2,1429,20,32
5,26/12/2012,124.9809369,436.2,24,2999.542486,2,10,1133,1,26
429,16/12/2012,224.3392856,436.2,9,2019.05357,1,2,1133,1,8
7,23/10/2012,20.12908793,148,6,120.7745276,4,5,1016,13,36
577,26/7/2013,103.9282744,148,12,1247.139293,1,3,1016,13,13
572,19/8/2014,196.0723411,369,10,1960.723411,1,1,436,17,35
12,2/4/2012,166.5862262,229,10,1665.862262,1,1,543,12,20
1599,18/10/2012,41.10941442,229,13,534.4223874,1,4,543,12,22
13,28/6/2012,40.43868778,236,12,485.2642533,1,3,739,10,35
66,5/6/2013,127.8326338,236,12,1533.991606,1,3,739,10,16
